Quantification Ion	Retention Index	Name	units	a332129	a332133	a332137	a332141	a332145	a332149	a332153	a332157	a332161	a332165	a332169	a332173	a332181	a332185	a332189	a332193	a332197	a332201	a332205	a332209	a332217	a332221	a332225	a332229	a332233	a332237	a332241	a332245	a332249	a332253	a332257	a332261	a332265	a332269	a332273	a332277	a332281	a332285	a332289	a332293	a332297	a332301	a332305	a332309	a332313	a332317	a332321	a332325	a332329	a332333	a332337	a332341	a332345	a332349	a332353	a332361	a332365	a332369	a332373	a332381	a332385	a332389	a332393	a332397	a332401	a332405	a332409	a332413	a332417	a332421	a332429	a332437	a332445	a332449	a332457	a332461	a332469	a332477	a332481	a332485	a332489	a332493	a332497	a332501	a332505	a332509	a332513	a332525	a332529	a332533	a332537	a332541	a332545	a332549	a332553	a332557	a332561	a332565	a332569	a332577	a332581	a332585	a332589	a332593	a332597	a332601	a332605	a332609	a332613	a332617	a332625	a332629	a332633	a332637	a332641	a332645	a332649	a332653	a332657	a332661	a332665	a332669	a332673	a332677	a332685
*99*	607930	217823	peak area	2882	5044	3934	4893	4066	6487	6468	4544	3775	2782	2105	2529	2507	4392	3134	9824	10583	8404	11492	7231	4421	2656	9359	2938	3206	5676	3099	2710	2992	3687	7616	5757	4106	2028	2013	2105	4421	2288	2507	2840	4642	5364	7926	7116	4622	5455	4230	3900	3266	3428	2675	5982	6821	4923	4415	6764	6119	7644	4071	3083	3017	2002	2778	2574	3441	2194	6016	3617	5179	5535	7351	2407	5307	2639	3155	4880	5705	3140	5709	6116	5183	2232	4390	3565	3800	3556	2288	6364	4138	4706	5464	7436	7401	2738	7425	5099	4191	4617	4737	5782	4845	6174	8311	6453	7711	7942	2486	4056	2052	2174	2013	3085	7197	10313	9743	5014	8689	10310	5415	1963	2405	2229	1704	2047	2575
*173*	239847	217820	peak area	8287	6551	10009	10882	6931	15655	12497	2461	7722	4967	2912	3142	2871	11070	8388	18131	15681	13546	17626	10731	993	3277	11933	639	5562	1392	5053	4677	4858	4573	560	10193	6317	2256	2093	4393	282	4886	3990	2189	5259	9439	8112	9873	8220	3367	4848	6937	4452	4337	3952	658	4076	5542	8124	11675	11371	16562	9300	4724	6890	3089	3968	50	181	441	12476	3836	2968	10510	15576	2785	8179	2759	3024	4003	14179	3144	8731	13450	9197	3070	4605	4016	3718	718	3723	11882	6488	8787	9703	9177	15945	4647	13570	9374	7687	8454	10128	5868	10543	7344	9768	11929	12979	5836	356	10740	5262	4382	4945	4490	13948	19716	23782	9810	13917	13940	10741	3238	3359	8	2069	3547	1646
*100*	307850	217813	peak area	20785	17933	21244	31212	19175	49922	18786	17713	14706	11969	8796	10477	20815	24592	13045	55340	48263	37789	61265	24166	23939	8817	23611	13206	11510	21366	55767	36481	48760	121039	172159	72515	78456	13592	12862	10477	22472	11549	8933	17074	62909	118939	147597	131621	83889	216711	155307	36567	10504	11621	12373	27162	31760	66136	26292	44543	45383	39387	34464	11436	11273	8099	11011	6319	15899	5475	34864	22687	25441	13476	54443	13020	22922	11185	15403	14537	35289	21866	24811	41836	27271	8401	14410	12916	17608	13663	10883	43583	21470	37175	27460	58734	59990	11296	30891	22536	11916	20228	14172	30174	29320	27799	26178	31622	35400	34734	12425	20253	10111	9690	10516	13737	42646	28157	35857	27201	49736	42790	28536	8963	12669	8566	4687	7878	11484
*217*	275300	217804	peak area	16085	14974	12740	17503	14638	23597	24787	12443	11288	10372	6159	6961	7948	22955	11002	28189	22357	25585	30175	30231	6684	6826	38242	7913	8242	8680	8330	8009	7343	6081	22518	18322	12103	5444	4160	6263	8585	6276	7789	5541	9998	17110	18812	19032	7598	11608	11355	10812	8777	6630	6936	17160	15445	13143	12776	25426	20741	33056	14734	8601	8340	5412	7166	4137	12991	4582	22673	10025	11500	16737	25129	7210	11457	7002	5942	7372	22488	11129	22302	18026	18557	4403	7210	8231	9376	5477	7495	21362	13876	15988	18812	30507	29307	7173	19979	13895	10710	11983	25567	20187	22369	13695	17464	14678	17114	15989	9553	15548	7302	6751	6840	10629	19234	27321	26207	12438	21387	24955	13778	6124	9257	3764	4815	6851	8787
*217*	455560	217799	peak area	7191	6965	10012	14185	10927	20312	17565	11427	8831	7291	6849	7179	5860	10834	8433	26302	24601	21512	31736	17096	5687	4900	23720	4643	5160	12888	5600	8056	8450	7819	19289	17423	10143	5958	3907	6277	14533	5861	7905	5248	11509	15397	20988	12610	7532	11986	8375	12473	9296	9071	4293	274	8282	12212	7701	21996	18700	26313	13742	9123	7473	6279	7348	4071	11253	6304	16072	9202	14812	11189	13333	7804	6681	7497	9095	8365	19827	10152	17438	17788	17028	4304	7801	9234	10264	5477	5672	19777	13136	9073	17877	25766	23390	7710	20216	15238	9029	10221	7781	16886	15364	12308	23138	15669	18303	18709	6255	7661	3063	3699	3116	9216	19643	21171	21915	12568	13867	13036	12862	6198	5978	3196	3073	5459	7648
*153*	375527	217794	peak area	18464	18599	15907	22602	19731	33601	28919	12666	11706	13845	11132	10834	12326	14804	14886	56227	52618	39259	52516	33886	8154	11493	55320	12259	11147	26521	16152	16373	16017	18333	36397	34759	18751	9974	6086	7602	23246	7970	13701	8862	26408	29746	39855	33815	24756	23033	12812	19023	16676	15293	17769	22209	11482	25220	15646	41428	34490	53865	25361	17780	8015	10133	17287	6591	19142	5952	24932	16971	22214	15097	35674	12410	15668	13075	14813	14232	35909	19751	34594	29684	30307	7921	13244	19409	18242	13003	12399	31551	26688	26951	40072	48791	44929	13461	17275	25747	8548	16465	17669	42375	34364	22880	32536	22804	26429	29283	14854	14435	5049	6836	5703	16550	28042	38709	31382	20315	33878	26307	21077	13335	8954	4950	7535	10390	10177
*239*	431379	217784	peak area	8077	11617	7915	27652	43676	34130	24311	5496	17976	20751	12381	5511	35073	8485	16017	125760	144522	104162	118566	88776	7854	21571	111126	15993	15163	54880	20344	22520	27624	29853	83941	82227	39574	4316	2625	4624	22549	6358	13984	6748	46432	48620	91168	41702	49909	68724	42240	26127	26543	24883	59463	14347	6534	50408	11578	135670	94834	193036	39374	48415	5023	6703	39298	6020	22273	5413	28439	10375	13558	7644	25821	18073	18280	27554	28088	25581	65636	54147	70302	42442	36846	13150	19441	51488	22783	13311	28174	74031	118322	57279	169271	131927	76131	30271	24482	32914	2058	20903	17585	179277	157088	30356	70142	55014	77818	63625	8846	9829	5487	7642	3230	24222	51397	156508	32311	51216	94348	100704	40702	43726	9757	4128	12398	15002	9255
*147*	272824	217783	peak area	762549	887317	748754	1043894	745996	1879383	844542	810225	558079	578379	440513	445010	587484	929353	537730	2166675	2265709	1657917	2264604	1301468	624934	373627	633267	539490	644149	268069	767375	769853	669090	747001	2118960	1565846	1128105	425171	285034	485620	842162	532893	585936	433539	713217	1371529	1850615	1831357	1308271	572324	974759	912257	473123	437708	384678	751479	623239	886545	878872	1709765	1444692	1583837	1228510	433979	496262	381565	452072	301684	671404	238427	1143363	770171	699833	562311	1772837	611890	1000341	521701	386223	681902	1334775	814529	1005279	1474612	977519	337226	639047	525980	751038	491889	476732	1529902	918066	1114921	1128263	2119843	2245222	478653	1217269	1017014	507065	847246	360406	1499150	1548350	1027493	1052229	1418261	1365715	1393767	521347	860770	435280	377445	448676	796250	1438033	1355595	1094896	966975	1547658	1639887	1011828	385015	509367	261392	251007	348434	523229
*146*	358882	216568	peak area	1166	1811	1047	1373	585	1599	2213	1149	1227	778	678	1098	516	1142	854	4129	3615	2380	3835	1263	697	842	859	800	436	830	1383	1071	1237	897	1500	2150	867	688	573	551	1069	563	992	756	966	2648	2134	2088	3129	2061	1148	1152	526	829	376	2557	3015	801	1336	2159	1825	1837	747	526	649	547	507	777	878	939	1411	837	3270	1234	1733	866	1551	836	1046	1396	2049	1211	2417	1868	1250	902	1496	720	1158	928	603	1699	754	1516	1231	2092	2081	868	2444	2133	837	1437	666	1371	1757	1780	3885	1172	1365	1375	904	1349	560	950	488	854	1524	5468	1793	1188	1966	1554	1129	334	850	659	465	537	777
*223*	505415	216428	peak area	5682	3914	4289	6692	4838	12384	8539	3409	3360	3782	3391	3065	2101	8058	5596	8828	5389	7573	9839	5216	1082	1575	4423	2732	996	1430	4545	1724	5722	3632	7825	6699	3559	2078	823	3459	1723	2507	1727	2307	4912	3628	9242	8384	3115	3194	4534	5201	3861	1425	1246	8558	3344	1930	2837	8474	9579	4403	3777	1999	3146	1008	2164	1544	3671	2004	13809	5103	5204	7908	5686	4283	3616	2139	4745	3063	7481	6915	6833	5283	7705	1053	3172	1592	2496	1829	1273	6315	3716	5171	3090	10665	9284	1571	7471	3193	1206	1807	2275	9405	7212	6752	7655	3798	4359	6938	2856	7176	2686	2149	2168	6194	9277	7921	1724	3738	9102	8263	5171	663	3279	1445	2869	2531	2447
*191*	337707	216424	peak area	53670	58331	35219	55771	41474	85998	88179	93493	30743	24858	12467	21237	24051	62973	46816	202157	188676	104431	190172	83184	49958	29355	193215	41085	45153	46366	70975	58200	56954	57948	119553	123756	83033	27744	16283	29219	23733	22794	16223	27069	86558	104622	102547	144135	88357	80843	60471	55725	35741	26017	55137	79453	63603	73663	38464	101599	84446	127589	61743	22769	26001	17018	27423	53654	25187	18046	55720	48550	80556	77266	90856	32436	55397	38934	45892	50766	99632	52136	105558	76569	102647	16582	47850	49834	63978	35485	31652	80993	55695	59868	83980	69832	109891	43721	66725	74640	111927	58626	49663	88734	64543	58396	166776	70164	120106	133593	24736	31868	19634	16372	18935	19446	126385	175074	125980	88459	146218	126582	93027	21925	23800	73338	17553	24357	20877
*174*	433076	215682	peak area	4291	6242	2593	7484	1074	6985	7172	3136	3041	2264	811	2266	4199	7323	3813	12282	11406	3429	9765	4915	3084	1780	2380	2315	2305	2144	3736	2873	2933	3730	3512	6529	5957	2561	1167	1826	3135	2283	1200	1871	2559	6085	10033	9364	5184	5319	4218	3697	2303	1439	2916	8546	3994	3098	4789	13032	9174	9772	6120	2036	2485	1327	2829	1878	2835	1043	5373	4826	6766	5394	4468	1525	4918	2381	3086	3014	7389	5370	7944	8225	6036	946	2790	2526	2109	2495	1971	11168	4632	6145	13650	9788	15812	2628	3743	3443	2788	3413	3442	12275	10267	5729	7290	7501	6554	8354	3478	3787	2500	1937	2911	3088	5862	10493	11176	4742	7314	8857	6427	3848	2565	1627	1527	1293	1805
*373*	512079	215504	peak area	2619	300	84	76	547	2202	65	78	258	1471	75	61	1417	53	249	1371	1916	2091	812	172	65	2235	5834	1301	263	3488	256	84	812	976	685	115	83	411	114	42	603	53	204	314	428	243	39	99	431	176	315	946	310	185	576	209	12	872	53	491	129	2450	1723	731	87	408	895	1031	906	39	48	839	98	158	632	238	135	310	64	524	2211	513	593	256	778	131	712	426	131	155	706	605	1047	1273	2591	516	1572	551	86	1224	136	261	209	2680	719	937	438	673	3633	789	1216	174	75	9	185	557	1827	793	171	1965	55	190	2514	2121	731	7	1401	146	11
*130*	315917	215490	peak area	36209	36560	20983	19429	50671	107503	11418	53771	29099	43440	36876	27652	27976	55027	49347	75265	75396	60381	68541	45024	13059	22642	39431	18637	11633	18237	11676	121752	9736	13915	15919	166106	35262	26098	24221	8528	24108	19565	14196	31187	10965	18756	68525	55954	36672	29776	38110	60162	15281	4672	12131	9355	35931	15431	12258	78913	71995	62222	19080	7432	25539	21072	17908	30338	11835	27060	91767	6647	48502	60162	71521	28997	1243	26958	24267	34594	96424	32708	9171	9506	70518	16946	20056	22055	31989	16611	10317	13373	37691	5058	30148	61097	70215	26717	38470	18285	30700	31605	25292	36263	30211	76051	52642	56387	65400	80507	22177	15742	13062	25836	23529	25934	80634	44364	58109	32173	71869	52744	22878	3091	26739	10762	22160	12037	33526
*188*	338105	215355	peak area	387382	417282	335247	566880	382118	746207	475516	324774	330093	270837	207614	238501	173181	294431	300835	1072284	1150439	778235	1356859	391855	205306	234572	1231880	291732	269135	545068	305271	242061	291451	358833	416696	573494	372879	215409	130840	206332	481084	196914	235333	188177	521440	433536	660546	645527	306020	335927	314150	397601	311161	305824	334451	487419	250696	478889	340334	906285	744947	1301018	491951	339134	242000	209874	314247	138410	75022	162881	108182	392991	400544	271155	860198	281347	445226	255331	326712	318299	779528	416610	494362	677843	638505	159099	302434	424272	420888	310925	249225	759479	600449	602639	865591	971222	958780	304305	556310	527268	293645	404469	152	854429	552046	488690	783528	563369	722786	796662	285753	373367	219741	193164	210921	299757	754485	631858	1110551	530281	930838	941536	553098	243862	279164	177378	124886	186375	215971
*156*	525648	214685	peak area	1420	784	1460	1998	111	2226	1113	1184	5374	7896	6676	2390	1118	802	417	4663	273	10891	192	14525	589	123	484	596	2429	426	160	2281	133	113	779	7602	7492	845	1284	947	2005	2491	7947	2466	162	40864	553	837	459	536	415	875	11261	563	977	275	498	524	1614	84331	1266	650	2772	932	1000	411	1195	622	7529	2487	22044	578	2115	611	56	881	2439	5082	1743	1323	315	981	2959	1026	424	1779	1574	1016	2605	824	30523	721	40	921	59	9013	591	76	12212	1028	1104	4897	402	335	170021	203	2506	1035	143	458	6173	7069	1731	3835	1398	17716	805	280363	238	225	2788	346	176	719	3621	640	977	42198	4336
*91*	897509	213961	peak area	10476	11863	7307	11404	18773	13983	24185	975	1638	3924	5346	978	1328	12747	8719	10972	21458	13284	22475	18500	999	6210	7145	1556	1223	11390	8256	6174	5551	13327	17968	12674	12041	814	1441	2663	2403	1382	4439	1687	10867	14060	15123	32968	15297	21391	19717	1868	3854	1270	340	9988	17060	6225	8331	10920	14767	9425	8626	7167	6878	2457	2251	2469	5204	2586	32704	7807	9009	13750	18884	2867	928	2098	1464	4413	15057	7124	15446	9488	11887	1489	1760	2349	2239	1923	1433	22186	28778	26375	27012	13674	16567	1172	7783	2116	3505	3773	3859	17185	9429	11696	10737	10711	11525	13055	1613	8036	1324	2700	1772	5750	13669	14039	2270	9193	15809	21048	12423	1347	2046	977	3053	717	3544
*116*	797540	213735	peak area	941	2794	1597	678	1452	922	3275	1150	490	244	492	1520	1235	2070	1828	2619	1125	2776	2365	2032	677	757	1502	287	435	1302	521	771	353	483	3492	1099	1546	440	342	177	2148	315	303	560	617	802	754	779	2017	1018	1199	2269	248	707	606	485	2116	292	544	2809	2029	583	436	420	614	1216	309	473	1401	363	1414	904	2030	1945	1024	360	432	680	1069	3227	3433	1641	2869	936	1159	283	590	60	189	1654	290	1354	1024	2003	1953	2417	1995	82	2826	228	1049	1004	1074	3348	1385	806	1255	2152	1135	2523	536	538	746	470	681	191	746	1139	2138	816	2551	359	520	640	253	393	610	105	271
*293*	695971	213353	peak area	2419	2910	1920	2699	1805	3669	4162	2514	1778	1552	1503	1087	1134	2481	2311	4181	2966	2494	2517	2121	1239	1020	3835	1025	1271	2594	1442	1010	1605	1563	2444	2075	2642	1588	1424	1790	3584	1634	1341	1349	1127	3510	3502	3405	2061	2341	2284	2369	1408	1268	910	2757	3125	1639	4363	3484	4811	2261	2032	1698	2319	998	1303	1129	2371	1422	3696	2227	2579	2706	3300	1183	1478	1096	1896	1021	3915	2446	3649	4061	3669	1130	1215	1249	1208	1251	1091	3658	2404	3428	3866	4739	3723	1114	4595	2373	2761	1626	496	2657	2539	2628	4448	2464	2131	2737	1440	2890	1678	2001	1091	2062	2423	3277	3330	1953	2702	3283	2053	1263	1329	1140	876	934	1435
*110*	410262	213324	peak area	7334	3972	6526	6369	2814	4089	3354	2857	1084	2209	2261	2932	1293	5337	2546	5634	5313	5736	6081	4237	1916	1364	4439	1763	3776	3424	1533	1997	1627	1638	2928	3367	1570	957	1203	1195	3653	1756	2661	1456	1267	2510	2267	2320	1592	1128	1476	3072	3579	2379	1656	3892	1747	2957	1629	3777	4421	5932	4325	4110	5413	5995	3148	3273	3789	5134	2074	1768	10696	588	13673	4905	2101	1932	1803	4782	5420	2680	9806	4649	3066	6313	5919	1765	5680	2810	2225	7593	1752	6180	2805	5865	10099	2658	3364	6001	4045	1810	6045	2128	5914	7484	6448	4176	7177	5932	7516	3006	918	5502	1310	2464	6124	7005	4033	5930	6354	2618	5176	2114	5078	3503	1974	4270	5609
*164*	908640	213318	peak area	404	736	646	1004	781	1442	731	2892	3301	2448	603	339	2742	959	1187	1166	2304	799	2035	571	454	1107	1698	288	718	3714	851	433	546	1236	1492	703	1319	4434	3257	3093	8482	1540	3327	3920	2708	5004	5759	8996	5399	5458	4262	2367	2670	2504	1421	713	6648	1145	1098	1167	1041	259	811	3690	2390	1612	3538	1475	1384	1319	3087	989	966	2237	2157	3397	3606	1961	2513	3763	1020	643	645	821	783	3713	3191	2678	3537	2395	2392	3462	2302	3360	4519	6095	6273	2019	4857	4405	4267	2891	594	946	519	566	1171	274	609	716	2299	6867	4575	5810	3839	2933	1379	1524	45	1048	851	1572	820	3180	1791	2744	3798	1791	1727
*174*	583586	213288	peak area	141	320	136	374	118	201	155	462	364	171	162	229	17007	252	259	370	195	207	141	66	25160	116	419	115	93	4978	24391	27590	33081	18379	26773	16687	13419	10149	7594	1943	5535	2987	3926	9999	16213	22590	29305	16977	35078	12853	16189	37452	123	3961	7806	439	50215	40175	101	266	466	532	209	134	259	130	182	197	215	212	303	294	169	166	137	147	142	94	205	177	133	334	282	285	318	112	119	124	107	101	49	238	49	187	150	494	324	139	547	191	700	229	76	295	437	484	125	43	64	133	202	375	219	327	249	232	239	194	302	82	50	432	38	128	231	252	94	119	271
*85*	909266	212586	peak area	2008	2742	1652	1917	3408	3676	2447	1239	1389	1259	789	1257	1324	1547	3635	2305	1709	1770	2062	1988	843	596	2003	526	799	1780	1345	1243	937	1168	3221	2537	1750	828	751	778	1112	1110	955	1027	1077	2683	4210	2642	1965	1910	2030	1046	1306	928	817	2227	2316	1202	5124	6715	1458	1826	1645	865	1771	1052	1093	1058	882	820	3345	1471	2882	2056	2632	837	1129	1163	1082	1493	3919	701	3835	2744	2517	840	1646	953	997	915	453	1654	2668	2420	3183	4593	4324	1047	1929	1210	1447	1487	1083	3643	3947	4254	1824	1158	1106	1711	865	2339	1019	1266	1042	1073	1191	2063	3664	1039	1304	5188	284	1358	1311	703	767	1257	1338
*270*	413647	211898	peak area	1340	1333	983	1840	751	2775	1673	921	831	982	608	749	917	1226	1118	2985	2703	1408	2998	461	627	498	3189	690	737	1253	1117	918	1019	1111	2329	2398	1210	691	541	552	1523	617	768	602	1202	1854	2671	2284	1703	1847	1094	1376	967	728	881	1935	972	1334	1214	3435	2675	4504	2156	975	481	485	987	477	1424	483	1785	1400	1992	1232	2506	774	904	785	1002	948	2958	1480	2841	2548	2637	501	816	899	1009	756	669	2701	1688	2072	2924	4025	3839	850	1590	1548	651	915	955	2809	2710	1782	2399	1721	2094	2080	1084	1152	512	567	518	1278	2126	2610	2348	1462	2319	1943	1660	995	878	400	426	694	701
*188*	252810	211889	peak area	66472	70102	92881	62491	43466	92628	80945	76696	20327	16502	12026	20139	7371	45524	20881	21508	29927	30375	31326	14392	6273	9889	249	12722	5473	4683	18430	8297	6412	6656	27412	19083	16001	27538	16200	16140	24261	11215	19973	16846	6200	21817	48099	34125	35539	23710	14401	14611	6511	7721	2315	35368	89312	2443	37377	22130	16609	5505	26208	9957	17630	19791	7774	15502	17180	18326	71549	32771	105471	92417	153697	9573	16988	7366	9162	10951	43543	14339	90194	35692	53877	5236	6390	2873	7312	13934	7387	19386	4456	20636	5084	16396	43061	3307	42960	12062	138243	14519	11360	5796	8253	29068	25017	13862	17971	21614	28527	35449	17454	20215	14488	19651	21637	12883	86117	11355	19424	21183	18169	5935	13590	24064	10120	16046	18145
*147*	773139	211382	peak area	999	1023	2670	2352	425	995	1546	1518	4701	1340	1299	659	1149	578	713	962	578	1243	161	798	2446	1707	3226	1301	1550	2627	3787	833	233	600	1181	2551	1422	818	1146	1303	1390	1089	857	1329	89	664	3128	3350	1424	1234	925	718	2805	881	1558	2307	3405	1475	50249	1140	3940	5053	2177	1209	1986	1380	1304	837	3229	448	2820	1257	2210	1841	15199	1135	1969	1522	2206	2070	3546	650	876	1112	2769	1041	1875	1317	1760	1843	1631	3478	365	156	704	5947	7828	1214	2319	1364	1064	1946	504	722	2604	831	1415	1072	845	563	1094	2400	774	771	1600	1381	6595	935	381	316	1764	2559	132	973	416	983	2040	476	1583
*259*	340549	210904	peak area	24663	15849	18618	28519	26188	42292	29498	19484	13336	19594	14024	14271	14100	15737	11034	73203	51011	46974	62943	42871	12850	14964	58242	16164	11489	22429	16410	17709	16256	20380	40863	38692	19409	13054	8293	8029	18905	8230	17158	11176	21962	32407	42579	38387	23794	25667	23732	25518	24396	11365	16220	26594	16468	31496	16146	47456	39130	63778	33320	18108	9806	13157	16276	9689	15607	11668	21053	12041	27166	12766	44986	17033	22318	10072	18475	17883	41070	23115	24246	32633	32478	12202	17479	11883	15706	13030	15877	38459	25882	31481	34707	38510	51004	16444	24611	34542	11069	23001	17150	38196	38584	24852	47288	21291	39334	42650	19342	16663	7345	8292	9548	19487	43205	56284	36635	32272	48851	39474	32203	12224	20485	10038	9466	13310	10127
*130*	265181	210891	peak area	308301	148537	56823	149398	158781	333887	46326	14264	167773	117773	101252	116745	70587	14017	143141	268333	216799	171745	255080	135846	6672	65267	141843	12754	7890	56327	115876	95705	79057	83453	82392	238901	60089	104857	73605	5343	58137	25050	109738	79853	75712	150786	219106	174370	191083	109558	104989	150583	78005	77332	62684	62749	12523	80062	17389	196014	202452	237218	176577	105784	20205	115159	107749	12709	14544	23823	51873	149024	122484	26966	465785	75291	14933	68724	28144	92095	254258	118627	241283	228495	298773	72699	67770	59814	85752	24204	61620	146020	97667	154154	138235	204127	329498	67471	54532	147684	2920	154861	38406	85833	156600	196661	220742	144294	187733	211730	31619	60427	101338	19399	3489	137532	209270	176725	36001	164003	62690	42576	176670	70959	119972	1235	68665	108081	49656
*85*	761147	206919	peak area	4945	2844	2404	1579	2832	5864	1914	2644	1528	1934	1748	1814	1924	2772	1295	2542	1363	1018	1319	659	472	1174	1153	705	845	1343	404	382	415	549	1142	701	741	1266	1814	2324	2192	1311	1355	1429	2184	1059	1324	1368	672	935	817	1064	946	914	873	1221	1017	860	5093	1887	5073	2043	958	1429	1998	1098	1528	1385	1162	1493	5245	759	1098	1264	1688	860	968	734	994	1464	2619	1518	1526	1603	1448	580	2049	949	634	848	867	3233	1594	3118	3519	2266	2024	777	3386	1535	1398	1633	1158	1557	1569	2912	1495	2769	1568	3481	1625	3011	1882	1839	1034	2519	4174	1611	3934	1428	1172	4286	767	1490	1213	983	1119	1015	1434
*129*	768467	206210	peak area	18632	4560	14505	323	865	14382	6072	1844	48	1453	4528	4569	384	1108	14937	6004	496	5687	7774	2986	8922	34	793	38	10486	1821	14517	3334	3114	167	6340	10102	2349	2517	3455	5403	2519	3218	5960	8161	974	361	4282	1995	4276	475	197	3139	933	23	329	29880	5151	908	34745	4758	2848	9079	111	9	14297	1364	37	624	3062	2703	2207	5851	20128	1962	10582	3707	102	3377	16	6277	581	3042	697	820	215	2063	186	16	1642	7343	2228	10738	340	16733	1937	10332	1574	541	126	866	37	21	912	341	4434	8808	9181	11414	16594	14144	3320	14242	1558	2978	4441	3783	13406	2545	2396	11638	3723	2038	8021	60	4183	3182	38	945	2175
*85*	470680	206022	peak area	11184	13250	9958	14920	14808	22208	14088	12642	10071	9303	12105	8331	15320	14581	9024	8742	7663	5694	7737	4902	3343	5155	6097	4317	4315	8515	2976	2448	1979	3245	5312	5716	3347	7573	7048	10242	10010	6714	8714	7544	3775	5750	6433	6407	4991	6062	4948	6670	5409	3565	4504	13169	3484	7072	22804	25184	22096	18510	13762	10911	8313	7502	10298	6096	13929	9948	19294	9804	12634	11967	24645	4446	3900	3391	5323	4954	18238	12384	17932	18877	19675	3254	5830	5093	6406	4573	4803	21772	16420	18222	23910	27517	16558	4591	16970	10327	5121	7772	6121	17126	18096	14863	10688	13654	15208	17881	11335	15981	7199	8004	5984	12524	15591	21354	15779	9727	11650	18594	11072	8107	8034	4862	8135	8157	7702
*85*	475916	204522	peak area	3825	1428	2460	1871	5627	4560	3032	1869	1390	1417	2330	898	3051	2813	944	2253	2654	1184	1483	4490	574	1052	1510	669	774	1705	937	800	618	902	1667	1338	934	1305	1371	1632	2352	1269	631	1574	1186	1055	1700	1060	1006	1445	917	1310	894	663	801	1533	892	1079	4172	3396	2342	2721	2390	1528	1596	1527	1459	1013	2406	970	5654	1896	3644	1733	4506	738	684	752	1077	6819	5850	3035	4751	5036	2608	4458	8261	869	984	687	752	3817	2446	4245	4478	7745	4001	935	2214	2056	602	1130	1147	2333	3843	20994	2360	2273	2862	3873	1836	2300	1181	1235	1059	3134	2965	3572	2531	2955	2674	4345	2939	1179	1332	819	1586	1765	1159
*85*	680705	204448	peak area	7203	5228	2872	3997	4816	8041	5559	3588	2578	2371	2546	2323	4726	5223	2047	2871	2155	1957	2399	1378	985	1504	2218	1130	1320	1963	990	669	934	910	1902	1825	1289	1756	2375	2861	4306	1834	635	2291	1841	1538	2245	1994	1465	2044	1512	1548	1338	1284	1095	3301	1969	1494	9427	4262	5433	4207	2583	2177	2977	1714	2169	2183	2036	2154	8943	1709	2375	3380	5443	1381	1325	1187	1634	2024	3749	2067	2957	4621	3590	1013	2330	1331	1297	1223	1237	4224	2586	4372	6907	4687	5255	1262	6677	2818	2301	2029	1475	3971	3063	4662	2552	3289	3045	6087	2699	4221	2229	2233	2348	3190	5883	3432	7468	1999	2917	5605	2214	1877	1781	1704	2733	1538	1959
*147*	246354	204344	peak area	766850	6390326	6789455	10277445	8659407	9169677	10203176	2460502	5542330	3333035	1751922	2745185	3728304	6156244	3256390	4937553	4566132	5142746	8178171	4659712	321721	1905100	326493	1959734	1942857	419546	2994278	2026356	2050143	2923118	268346	5630723	2599417	405188	2024276	2879202	134272	3102866	2866222	2358646	1680970	6276900	10204234	8348423	6600442	5358680	5518223	3570747	1357340	1900111	1105968	510107	7475899	1693173	3443897	2376425	3823055	3303824	3667677	3067419	4373769	2232555	3257951	445272	97258	682896	9434651	5473653	4601449	10901621	13167962	2341460	3637392	1517522	1830311	3314288	6652185	1879884	4058953	7280900	6481244	1249583	1201987	1438766	1406349	590515	1780221	3242673	1031662	2225105	1813623	1478278	7352418	930580	7972470	3302157	5480185	4590307	3197495	958904	3279140	2999058	5120220	3737072	3359790	3878634	1263390	6208523	3800397	4357544	3671656	489770	3157458	1733277	11711531	3387890	3655311	5475535	3512041	2786563	2944319	54075	2449379	3038693	1359807
*104*	873117	203325	peak area	1414	2788	1937	2526	2693	4055	4049	1667	1464	1708	862	1177	1142	1862	3400	2588	2257	2031	3325	2958	841	1227	3061	673	979	2013	1560	800	878	1105	2499	2796	1411	1033	647	884	1334	1404	904	1851	932	2293	3062	2589	1765	3194	1502	1188	1968	1913	735	2492	2777	1331	3386	6830	2128	1768	1783	1080	2697	1364	1517	1093	1547	1312	4202	2227	2400	2313	3779	950	1426	1165	1319	2348	3749	1861	3837	3169	2924	772	1970	948	1053	790	718	2018	2618	3124	3120	4767	6823	881	2451	2442	2283	1509	1191	2456	3260	2979	1974	898	2659	2274	1121	2324	1132	1897	1196	1398	915	2217	4677	1239	342	3391	133	956	1515	738	732	890	1071
*263*	495971	203250	peak area	10589	8270	7375	10719	10481	19623	13836	6234	5599	5381	4242	5070	5700	9481	6957	13408	9337	9397	12608	7531	3615	2691	12840	3519	3917	6865	5676	5206	4727	5525	13150	11499	7072	3797	2898	5031	8304	3569	5033	3794	6907	9955	13170	7662	7378	9149	6940	6187	5067	3825	3698	9766	7446	6495	9891	17962	14870	20459	9381	4335	4403	4403	4057	2777	7944	5010	14362	7189	11948	8702	16278	4425	4245	4997	4843	4611	13817	9034	12566	10687	12683	2845	3652	4436	4490	3660	3414	15028	9988	12578	13415	23968	15376	4111	10946	6646	4297	5318	4359	12137	13746	9206	12301	12112	11187	12124	6121	9539	3960	5401	3720	7705	12992	16646	11990	7974	13884	14518	8224	4417	5246	3419	3257	3913	5343
